"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Average price All property types","Average price Detached houses","Average price Semi-detached houses","Average price Terraced houses","Average price Flats and maisonettes","Pivotable date"
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2018-01,68243,monthly,224544,339693,211153,180114,204664,2018-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2018-02,69000,monthly,225131,341648,211191,180931,204539,2018-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2018-03,81851,monthly,223772,339364,210734,180601,201236,2018-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2018-04,71864,monthly,225910,340713,212988,182903,203360,2018-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2018-05,81587,monthly,226834,342550,213842,183523,204081,2018-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2018-06,96021,monthly,228355,343977,215937,184302,205940,2018-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2018-07,89224,monthly,231187,350350,217959,186849,207383,2018-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2018-08,102001,monthly,231898,350964,218970,187871,207243,2018-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2018-09,83602,monthly,231454,351794,218879,187079,206000,2018-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2018-10,92636,monthly,231211,351859,218698,186499,205987,2018-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2018-11,99027,monthly,230224,350089,217983,186139,204365,2018-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2018-12,83837,monthly,229729,347744,217796,185429,205194,2018-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-01,65597,monthly,228314,349197,216342,183361,202876,2019-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-02,67756,monthly,227738,347442,215763,183453,202169,2019-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-03,78955,monthly,227104,345433,215930,183158,201004,2019-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-04,73561,monthly,228749,346829,217063,185385,202435,2019-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-05,82426,monthly,229061,346711,217808,186135,201761,2019-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-06,84287,monthly,230049,347564,218676,186272,204271,2019-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-07,89176,monthly,232618,352091,220307,188616,206741,2019-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-08,95774,monthly,233366,354368,221347,190139,204645,2019-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-09,84025,monthly,233536,353533,220738,189845,207337,2019-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-10,90625,monthly,232919,353056,222425,188568,204632,2019-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-11,93439,monthly,232096,353238,221613,188208,202398,2019-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-12,84958,monthly,231792,351118,220545,188460,203611,2019-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-01,68585,monthly,231940,352477,221106,187760,203628,2020-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-02,67463,monthly,230609,351042,219734,187607,200659,2020-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-03,69201,monthly,232684,353711,221427,188734,204144,2020-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-04,28356,monthly,230318,352980,219183,187217,199179,2020-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-05,36380,monthly,231508,351884,221063,187513,202515,2020-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-06,53436,monthly,234703,354822,224209,191724,204095,2020-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-07,63981,monthly,236687,359580,225782,192521,206198,2020-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-08,67744,monthly,238998,364046,228834,194722,205788,2020-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-09,78108,monthly,241541,368665,230230,196787,208846,2020-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-10,97907,monthly,243575,372931,232383,198997,208547,2020-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-11,96254,monthly,246065,376013,234462,201321,211188,2020-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-12,104608,monthly,247983,379431,236485,203387,211424,2020-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-01,84529,monthly,248109,373886,236517,203286,216443,2021-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-02,103927,monthly,248858,374630,237092,204751,216202,2021-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-03,148614,monthly,252435,378569,239713,207901,221357,2021-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-04,96275,monthly,248683,375474,236472,204673,215671,2021-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-05,86685,monthly,250409,378250,238295,206078,216784,2021-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-06,183411,monthly,263686,394798,250181,219955,227472,2021-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-07,69945,monthly,251364,379649,239700,205546,219137,2021-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-08,88810,monthly,258936,393263,247252,212333,222438,2021-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-09,142595,monthly,266506,401919,254356,220906,227596,2021-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-10,71101,monthly,259819,401374,247713,211351,221012,2021-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-11,84453,monthly,264996,406984,253278,215967,225778,2021-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2021-12,91649,monthly,266331,407429,253973,219269,225430,2021-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2022-01,69432,monthly,269653,413793,258422,220833,227270,2022-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2022-02,77320,monthly,269816,412839,258624,220946,228435,2022-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2022-03,88177,monthly,270859,416095,260256,222127,226394,2022-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2022-04,81011,monthly,274032,419862,262428,225928,229206,2022-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2022-05,80833,monthly,277281,424263,266737,228526,230841,2022-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2022-06,83249,monthly,280508,427858,269117,231640,234969,2022-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2022-07,89282,monthly,285869,436164,275272,236579,237036,2022-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2022-08,91039,monthly,288259,441156,277489,238768,237625,2022-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2022-09,90133,monthly,289164,442808,278672,239598,237569,2022-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2022-10,84950,monthly,289013,443966,279346,239010,235886,2022-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2022-11,84933,monthly,288749,443740,278940,239108,235208,2022-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2022-12,75625,monthly,286844,439548,277933,237820,233094,2022-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2023-01,55045,monthly,283664,436376,274196,233533,232679,2023-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2023-02,54050,monthly,281474,434694,272313,231717,229629,2023-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2023-03,62698,monthly,278292,431220,270224,227360,227557,2023-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2023-04,47204,monthly,278911,430406,270350,228188,229192,2023-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2023-05,51232,monthly,279653,428125,270206,229445,231910,2023-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2023-06,61468,monthly,281328,431676,271978,232014,230803,2023-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2023-07,58800,monthly,283908,435804,275517,234395,231282,2023-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2023-08,64954,monthly,286933,442436,277797,236893,233298,2023-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2023-09,61752,monthly,284886,438695,275816,235426,231664,2023-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2023-10,57247,monthly,284609,438590,276708,234442,231020,2023-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2023-11,42654,monthly,284617,442369,276718,232814,231126,2023-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2023-12,,monthly,280649,432709,274128,229523,228620,2023-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2024-01,,monthly,281913,438088,274203,230628,228811,2024-01-01
