date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-07-31,88.6133,89.0033,87.3132,87.3219,6712263,6712263,-2.2795,-2.544,87.9381,"Jul 31, 14",0.04599172999338784
2014-08-01,87.1225,87.4086,85.9005,87.1225,6011947,6011947,-0.199346,-0.228,86.8842,"Aug 1, 14",0.0436032025912049
2014-08-04,86.9839,88.4486,86.7585,88.2406,5183870,5183870,1.1181,1.283,87.8725,"Aug 4, 14",0.05699644475961403
2014-08-05,87.6339,88.8126,87.4866,87.9719,5685357,5685357,-0.268682,-0.304,88.2133,"Aug 5, 14",0.05377780226730433
2014-08-06,87.3305,88.2753,87.2005,87.9633,5526876,5526876,-0.008667,-0.01,87.8193,"Aug 6, 14",0.05367478654183403
2014-08-07,88.9773,89.6794,88.3013,88.3533,5753105,5753105,0.390023,0.443,88.7681,"Aug 7, 14",0.05834642990618389
2014-08-08,88.4139,89.6534,88.2147,89.5147,4693762,4693762,1.1614,1.314,89.115,"Aug 8, 14",0.07225834427376317
2014-08-11,90.6674,90.8754,90.078,90.5721,5197873,5197873,1.0574,1.181,90.6483,"Aug 11, 14",0.08492448707751583
2014-08-12,91.4475,91.8722,91.0006,91.5775,4175640,4175640,1.0054,1.11,91.5937,"Aug 12, 14",0.0969677440993551
2014-08-13,90.4247,91.4388,90.4247,91.1441,4664922,4664922,-0.433356,-0.473,91.1476,"Aug 13, 14",0.09177623067856214
2014-08-14,91.4475,91.8722,91.0006,91.5775,4178778,4178778,0.433356,0.475,91.5937,"Aug 14, 14",0.0969677440993551
2014-08-15,91.8808,92.2362,91.1181,91.6468,4099265,4099265,0.06934,0.076,76.0331,"Aug 15, 14",0.09779785918948186
2014-08-18,92.4702,92.8255,92.1148,92.7215,3479007,3479007,1.0747,1.173,92.64,"Aug 18, 14",0.11067123130144807
2014-08-19,92.9642,93.3447,92.6262,92.9989,3642656,3642656,0.27735,0.299,93.0418,"Aug 19, 14",0.113994087376501
2014-08-20,93.0769,93.7356,92.9122,93.3456,5342080,5342080,0.346687,0.373,93.4398,"Aug 20, 14",0.11814705854168071
2014-08-21,93.7529,94.0996,93.2069,93.5796,4118278,4118278,0.234015,0.251,93.7565,"Aug 21, 14",0.12095004456029057
2014-08-22,93.2416,93.4496,92.3402,93.0076,4608793,4608793,-0.572035,-0.611,92.8277,"Aug 22, 14",0.11409830095924409
2014-08-25,93.5709,93.8916,93.3716,93.5796,3018673,3018673,0.572035,0.615,93.6476,"Aug 25, 14",0.12095004456029057
2014-08-26,93.6489,94.156,93.5883,93.6576,2865758,2865758,0.078004,0.083,93.7882,"Aug 26, 14",0.12188437323316056
2014-08-27,93.7183,94.403,93.6749,94.0823,3281859,3281859,0.42469,0.453,94.1061,"Aug 27, 14",0.1269716730712103
2014-08-28,93.6229,94.3163,93.4322,94.169,3231713,3231713,0.086674,0.092,94.0289,"Aug 28, 14",0.12801021532682336
2014-08-29,94.3856,94.559,93.8223,94.533,4438234,4438234,0.36402,0.387,94.3914,"Aug 29, 14",0.1323704158002166
2014-09-02,94.4983,95.105,94.325,94.403,4040595,4040595,-0.130006,-0.138,94.5798,"Sep 2, 14",0.13081320134543337
2014-09-03,94.8623,95.0443,93.6489,94.0043,4669044,4669044,-0.39869,-0.422,94.0246,"Sep 3, 14",0.12603734439834027
2014-09-04,93.8656,94.897,93.7443,94.3163,4604030,4604030,0.312018,0.332,94.4027,"Sep 4, 14",0.12977465908982014
2014-09-05,94.4723,94.6283,93.7703,94.0736,4305038,4305038,-0.24268,-0.257,94.1428,"Sep 5, 14",0.12686745948846703
2014-09-08,93.8049,94.0043,93.1896,93.5276,3504737,3504737,-0.546035,-0.58,93.5474,"Sep 8, 14",0.12032715877837734
2014-09-09,93.4496,93.7789,92.9035,93.0856,3579649,3579649,-0.442025,-0.473,93.3238,"Sep 9, 14",0.1150326296321141
2014-09-10,91.5341,91.977,91.3348,91.8115,8161966,8161966,-1.2741,-1.369,91.7091,"Sep 10, 14",0.09977073011796495
2014-09-11,91.5775,91.5775,90.6501,91.5168,5461033,5461033,-0.294681,-0.321,91.175,"Sep 11, 14",0.09624064473469864
2014-09-12,90.9794,91.0834,90.4854,91.0228,6908543,6908543,-0.494029,-0.54,90.7948,"Sep 12, 14",0.09032322980652216
2014-09-15,90.4161,90.9188,89.4627,90.8841,7052180,7052180,-0.138676,-0.152,90.409,"Sep 15, 14",0.08866180176899568
2014-09-16,90.3207,91.7248,89.9394,90.8841,5289678,5289678,0,0,90.9241,"Sep 16, 14",0.08866180176899568
2014-09-17,91.1614,91.3608,90.0347,90.13,5126226,5126226,-0.754046,-0.83,90.509,"Sep 17, 14",0.07962876007397963
2014-09-18,90.3987,90.6154,89.6187,90.4334,3916001,3916001,0.30335,0.337,90.2056,"Sep 18, 14",0.08326305903998936
2014-09-19,90.8754,91.0054,88.4746,88.8473,8291118,8291118,-1.5861,-1.754,89.4881,"Sep 19, 14",0.06426384483436037
2014-09-22,88.492,88.6306,87.3826,87.4519,5098577,5098577,-1.3954,-1.571,87.6832,"Sep 22, 14",0.04754894444817107
2014-09-23,87.4172,87.6166,86.5678,86.6632,5711592,5711592,-0.788714,-0.902,87.0242,"Sep 23, 14",0.03810144413672828
2014-09-24,86.7065,87.9633,86.5765,87.7119,5796973,5796973,1.0487,1.21,87.3053,"Sep 24, 14",0.0506633733577377
2014-09-25,87.5386,87.7119,85.9698,86.2471,4967045,4967045,-1.4648,-1.67,86.4311,"Sep 25, 14",0.03311716002414886
2014-09-26,86.1865,87.2265,86.0131,87.0012,2935984,2935984,0.754047,0.874,86.7231,"Sep 26, 14",0.04215020171916475
2014-09-29,86.1085,86.7585,85.1638,86.5245,3156364,3156364,-0.476696,-0.548,86.2526,"Sep 29, 14",0.036440016099201805
2014-09-30,86.6978,86.7542,85.6318,85.8311,3755930,3755930,-0.693373,-0.801,86.0598,"Sep 30, 14",0.02813407376884239
2014-10-01,85.4931,85.8051,84.3057,84.6004,4834717,4834717,-1.2307,-1.434,84.8904,"Oct 1, 14",0.01339204431113618
2014-10-02,84.6351,84.9211,83.3306,84.427,4461047,4461047,-0.173345,-0.205,84.1066,"Oct 2, 14",0.011314959799910021
2014-10-03,84.9731,85.2331,84.0977,84.4097,3922147,3922147,-0.017334,-0.021,84.5419,"Oct 3, 14",0.011107730491696484
2014-10-06,84.7737,85.0511,83.9937,84.9384,3983697,3983697,0.528697,0.626,84.6236,"Oct 6, 14",0.017440801893572815
2014-10-07,84.1497,84.5137,82.0657,82.0782,6479495,6479495,-2.8602,-3.367,83.1387,"Oct 7, 14",-0.01682031182620532
2014-10-08,81.9742,83.9503,81.1595,83.7683,6214176,6214176,1.6901,2.059,82.3932,"Oct 8, 14",0.0034246739432502904
2014-10-09,83.387,83.6557,80.8128,81.0382,6414868,6414868,-2.7302,-3.259,81.7185,"Oct 9, 14",-0.029278027464471494
2014-10-10,80.8128,81.9656,79.4001,80.7175,6179172,6179172,-0.320685,-0.396,80.7505,"Oct 10, 14",-0.033119555738694594
2014-10-13,80.8562,81.5235,79.4087,79.4607,5856964,5856964,-1.2567,-1.557,80.4357,"Oct 13, 14",-0.048174225944630195
2014-10-14,80.1801,82.3469,80.0761,80.4315,6791267,6791267,0.970727,1.222,81.1931,"Oct 14, 14",-0.03654542753921783
2014-10-15,79.2441,80.3881,78.048,80.2495,9379130,9379130,-0.182011,-0.226,79.2306,"Oct 15, 14",-0.03872552777591445
2014-10-16,79.1141,82.2231,78.8347,81.4284,7439609,7439609,1.179,1.469,81.2485,"Oct 16, 14",-0.024603988385575908
2014-10-17,82.2668,83.4895,82.0747,83.0091,7447827,7447827,1.5807,1.941,82.9379,"Oct 17, 14",-0.005669458472684
2014-10-20,82.555,83.2275,81.4546,82.1183,4274409,4274409,-0.890786,-1.073,82.038,"Oct 20, 14",-0.01633997105976821
2014-10-21,83.0004,84.1183,83.0004,83.7427,3995387,3995387,1.6244,1.978,83.6497,"Oct 21, 14",0.0031180224813853086
2014-10-22,83.4283,83.8222,82.1358,82.5899,6215679,6215679,-1.1528,-1.377,82.8785,"Oct 22, 14",-0.010690876160723678
2014-10-23,85.2361,87.2797,85.009,86.6945,11670137,11670137,4.1046,4.97,86.5218,"Oct 23, 14",0.0384763734631492
2014-10-24,86.9041,87.0526,85.9086,86.843,4133823,4133823,0.148463,0.171,86.6115,"Oct 24, 14",0.04025519151342086
2014-10-27,86.1793,86.2579,84.8387,86.057,4346054,4346054,-0.785987,-0.905,85.6864,"Oct 27, 14",0.030840033348346525
2014-10-28,86.843,88.3451,86.485,88.3451,5069568,5069568,2.2881,2.659,87.8321,"Oct 28, 14",0.058248205609805224
2014-10-29,88.6683,88.939,87.1923,87.498,4426350,4426350,-0.847124,-0.959,87.7341,"Oct 29, 14",0.0481011566509828
2014-10-30,89.2272,90.1442,88.6604,89.9433,2805402,2805402,2.4453,2.795,89.7146,"Oct 30, 14",0.07739236054545623
2014-10-31,88.5111,89.4018,88.0657,88.5635,5367845,5367845,-1.3798,-1.534,88.6617,"Oct 31, 14",0.06086432589384117
2014-11-03,88.7381,88.8691,87.1312,87.5242,4435058,4435058,-1.0393,-1.173,87.7091,"Nov 3, 14",0.04841499525648514
2014-11-04,87.1137,87.3321,85.6204,86.1182,4848950,4848950,-1.406,-1.606,86.1057,"Nov 4, 14",0.03157312199936757
2014-11-05,86.8517,87.0177,85.981,86.8168,3515623,3515623,0.698657,0.811,86.6171,"Nov 5, 14",0.039941352907918344
2014-11-06,86.9041,88.1967,86.6683,88.1268,3427724,3427724,1.31,1.509,87.686,"Nov 6, 14",0.05563328318304223
2014-11-07,88.4325,88.9303,88.1181,88.8691,2708167,2708167,0.742323,0.842,88.6744,"Nov 7, 14",0.06452497771985478
2014-11-10,88.9564,89.559,88.9564,89.2621,3308115,3308115,0.392994,0.442,89.2766,"Nov 10, 14",0.06923255680239195
2014-11-11,89.3494,89.7774,88.7294,89.5416,2465927,2465927,0.279465,0.313,89.3883,"Nov 11, 14",0.07258056788017599
2014-11-12,89.2272,90.1442,88.6604,89.9433,2808733,2808733,0.401725,0.449,89.7146,"Nov 12, 14",0.07739236054545623
2014-11-13,90.0044,90.1092,87.9259,88.3015,3924096,3924096,-1.6418,-1.825,88.5798,"Nov 13, 14",0.057725939838816395
2014-11-14,88.2054,88.8167,87.8997,88.5023,2660490,2660490,0.200864,0.227,88.4521,"Nov 14, 14",0.06013123724282013
2014-11-17,88.4237,89.1486,87.7251,88.8167,2476970,2476970,0.314397,0.355,88.5978,"Nov 17, 14",0.06389730050884976
2014-11-18,88.8167,89.4717,88.4761,89.1136,2761245,2761245,0.296927,0.334,89.0606,"Nov 18, 14",0.0674537387521203
2014-11-19,88.9564,89.3407,88.1093,88.4674,4679108,4679108,-0.646255,-0.725,88.5501,"Nov 19, 14",0.059713185054574375
2014-11-20,87.6203,89.201,87.3932,89.1573,3052561,3052561,0.689923,0.78,88.6299,"Nov 20, 14",0.06797720238038207
2014-11-21,91.0874,93.5501,91,92.965,8738026,8738026,3.8077,4.271,92.7002,"Nov 21, 14",0.11358801376098442
2014-11-24,92.9213,92.9797,91.786,92.5371,4108630,4108630,-0.427927,-0.46,92.3167,"Nov 24, 14",0.10846238249020149
2014-11-25,92.6593,93.1204,91.9869,92.7816,3321510,3321510,0.244531,0.264,92.7749,"Nov 25, 14",0.111391143522467
2014-11-26,92.8253,92.9563,92.0917,92.3886,2463793,2463793,-0.392996,-0.424,92.4121,"Nov 26, 14",0.10668356443992984
2014-11-28,91.166,91.3581,87.4369,87.8561,5780935,5780935,-4.5325,-4.906,88.3472,"Nov 28, 14",0.05239068354527421
2014-12-01,87.5417,87.7425,85.402,86.4588,7431817,7431817,-1.3973,-1.59,86.3061,"Dec 1, 14",0.03565302387089971
2014-12-02,86.8779,87.2971,86.2142,86.9041,3900419,3900419,0.445393,0.515,86.7971,"Dec 2, 14",0.04098708230716895
2014-12-03,87.367,88.6071,87.2971,87.4893,6930661,6930661,0.585127,0.673,87.8962,"Dec 3, 14",0.04799694306823955
2014-12-04,87.0613,88.0919,86.9041,87.0439,3406371,3406371,-0.445395,-0.509,87.368,"Dec 4, 14",0.042661686774697366
2014-12-05,87.1661,87.2971,86.2011,86.2666,3604993,3604993,-0.777255,-0.893,86.7354,"Dec 5, 14",0.03335074219236628
2014-12-08,86.1618,86.2492,83.1401,83.1838,7192142,7192142,-3.0828,-3.574,84.2022,"Dec 8, 14",-0.0035768018169098316
2014-12-09,82.2406,83.9881,81.9175,83.3585,6564187,6564187,0.174664,0.21,83.2694,"Dec 9, 14",-0.0014841451611356635
2014-12-10,82.8869,82.9829,81.0005,81.2363,6759433,6759433,-2.1222,-2.546,81.6851,"Dec 10, 14",-0.026905072206836394
2014-12-11,81.8127,82.3454,80.8101,80.9481,4664926,4664926,-0.288193,-0.355,81.5418,"Dec 11, 14",-0.030357296867363683
2014-12-12,80.3455,80.3455,78.5639,79.0355,10327200,10327200,-1.9126,-2.363,79.2455,"Dec 12, 14",-0.05326751506904449
2014-12-15,79.6905,79.7254,78.0661,78.3805,6930800,6930800,-0.65499,-0.829,78.673,"Dec 15, 14",-0.06111348020660643
2014-12-16,77.9264,80.5638,77.8565,78.0225,7649501,7649501,-0.358064,-0.457,78.9237,"Dec 16, 14",-0.06540180924362506
2014-12-17,78.0749,78.7211,76.8784,78.3805,8671558,8671558,0.358064,0.459,77.8486,"Dec 17, 14",-0.06111348020660643
2014-12-18,80.2494,80.2494,79.0792,80.0748,8344394,8344394,1.6942,2.162,79.7525,"Dec 18, 14",-0.04081818443168862
2014-12-19,79.9787,80.328,79.3674,80.0922,9689211,9689211,0.01747,0.022,79.9376,"Dec 19, 14",-0.04060975726620213
2014-12-22,80.7472,81.0529,80.2145,80.625,4577176,4577176,0.532722,0.665,80.5667,"Dec 22, 14",-0.03422757371613656
2014-12-23,81.2101,82.0397,80.9132,81.6555,3558648,3558648,1.0305,1.278,81.6634,"Dec 23, 14",-0.021883654518796716
2014-12-24,81.7778,82.0747,81.4546,81.8476,1660812,1660812,0.192129,0.235,81.8344,"Dec 24, 14",-0.01958257069753623
2014-12-26,82.0485,82.6685,81.8476,82.293,3127800,3127800,0.445394,0.544,82.3758,"Dec 26, 14",-0.01424731440399404
2014-12-29,82.2668,82.3367,81.7341,81.8389,2391673,2391673,-0.454125,-0.552,81.9826,"Dec 29, 14",-0.019686784280279472
2014-12-30,81.7428,81.769,80.7909,80.8608,3197392,3197392,-0.978121,-1.195,81.0309,"Dec 30, 14",-0.031403026266614294
2014-12-31,81.1228,81.7166,79.8652,79.935,3251076,3251076,-0.925719,-1.145,80.4682,"Dec 31, 14",-0.04249278889921704
2015-01-02,80.1446,80.6686,79.1753,80.2407,3772352,3772352,0.305661,0.382,79.8818,"Jan 2, 15",-0.03883093921593048
2015-01-05,78.9045,78.9657,75.6296,76.0051,11301430,11301430,-4.2356,-5.279,76.6356,"Jan 5, 15",-0.08956738186731575
2015-01-06,76.2234,76.5728,74.3807,75.516,8664426,8664426,-0.489061,-0.643,75.4095,"Jan 6, 15",-0.09542610178911955
2015-01-07,76.302,76.9745,75.4724,76.6863,6511130,6511130,1.1703,1.55,76.3936,"Jan 7, 15",-0.08140757812425128
2015-01-08,77.8827,77.9701,76.7125,77.4723,7617761,7617761,0.785989,1.025,77.2686,"Jan 8, 15",-0.07199241995917696
2015-01-09,77.5159,77.6295,75.9964,76.5466,4857101,4857101,-0.925719,-1.195,76.6427,"Jan 9, 15",-0.08308098473450692
2015-01-12,76.6164,76.6514,75.1667,75.8828,4351587,4351587,-0.663723,-0.867,75.8634,"Jan 12, 15",-0.09103236131208489
2015-01-13,76.5728,76.7649,74.4069,75.4287,5078135,5078135,-0.454129,-0.598,75.4342,"Jan 13, 15",-0.09647183118837015
2015-01-14,74.1362,75.2933,73.5947,75.1667,10366731,10366731,-0.261995,-0.347,74.3926,"Jan 14, 15",-0.09961021724339493
2015-01-15,75.7478,75.8711,74.2246,74.2422,6683880,6683880,-0.924497,-1.23,74.7621,"Jan 15, 15",-0.11068440773145
2015-01-16,74.1718,74.2422,73.1196,73.8372,10424799,10424799,-0.405024,-0.546,73.5749,"Jan 16, 15",-0.1155357296867364
2015-01-20,74.3303,74.4007,73.2473,73.934,5937311,5937311,0.096854,0.131,73.6779,"Jan 20, 15",-0.11437620384655929
2015-01-21,73.5995,75.1931,73.5995,75.1667,6613080,6613080,1.2327,1.667,74.506,"Jan 21, 15",-0.09961021724339493
2015-01-22,75.7654,76.9189,75.2195,76.4434,5567832,5567832,1.2767,1.698,76.0994,"Jan 22, 15",-0.08431717344015027
2015-01-23,76.417,76.6019,75.017,75.378,5027502,5027502,-1.0654,-1.394,75.6426,"Jan 23, 15",-0.09707914482573571
2015-01-26,75.1579,75.9504,74.7529,75.7478,8140516,8140516,0.369802,0.491,75.5469,"Jan 26, 15",-0.09264946863051374
2015-01-27,70.2096,71.6272,69.6461,70.3065,27489451,27489451,-5.4414,-7.184,70.2456,"Jan 27, 15",-0.15782847642137743
2015-01-28,70.7907,71.4951,70.4033,70.4473,14269316,14269316,0.140878,0.2,70.9886,"Jan 28, 15",-0.15614189338111986
2015-01-29,70.3593,70.597,69.3908,70.4385,9157025,9157025,-0.008806,-0.013,69.8722,"Jan 29, 15",-0.15624730482113589
2015-01-30,70.0071,71.1605,69.9279,70.4121,8150671,8150671,-0.026414,-0.037,70.4414,"Jan 30, 15",-0.1565635391411843
2015-02-02,70.509,71.2134,69.9895,71.1781,7148979,7148979,0.766019,1.088,70.6329,"Feb 2, 15",-0.14738795243069194
2015-02-03,71.5127,74.0573,71.4511,73.89,10895323,10895323,2.7119,3.81,73.3495,"Feb 3, 15",-0.11490326104663974
2015-02-04,72.8863,73.3617,71.9001,72.1555,8806514,8806514,-1.7346,-2.347,72.4991,"Feb 4, 15",-0.13568009544526743
2015-02-05,72.5517,73.6347,72.085,73.5819,6640223,6640223,1.4264,1.977,73.2511,"Feb 5, 15",-0.11859385930447608
2015-02-06,73.6083,74.0837,72.9039,73.2649,5581494,5581494,-0.316974,-0.431,73.5012,"Feb 6, 15",-0.12239106685960156
2015-02-09,73.124,74.7265,73.036,74.5504,7693830,7693830,1.2855,1.755,74.2816,"Feb 9, 15",-0.10699261161634072
2015-02-10,74.8409,74.8409,73.4869,73.8724,6569097,6569097,-0.677971,-0.909,73.9219,"Feb 10, 15",-0.11511408392667197
2015-02-11,73.573,73.6699,72.4108,73.441,5722569,5722569,-0.431435,-0.584,73.0883,"Feb 11, 15",-0.1202816402020066
2015-02-12,74.0309,74.1806,73.3529,73.5466,4622996,4622996,0.105657,0.144,73.668,"Feb 12, 15",-0.11901670292181346
2015-02-13,74.0573,75.2724,73.9869,74.9554,5645508,5645508,1.4088,1.915,74.9382,"Feb 13, 15",-0.10214128966105432
2015-02-17,74.7177,75.3516,74.1366,75.1755,3924393,3924393,0.220121,0.294,74.869,"Feb 17, 15",-0.0995048058033789
2015-02-18,74.7705,75.554,74.4711,74.6648,3568636,3568636,-0.510679,-0.679,74.9145,"Feb 18, 15",-0.10562226289613139
2015-02-19,73.7932,73.9605,72.38,73.3441,5733483,5733483,-1.3207,-1.769,73.379,"Feb 19, 15",-0.12144236389945666
2015-02-20,73.2032,74.5064,72.5517,74.3479,6029411,6029411,1.0037,1.369,73.7767,"Feb 20, 15",-0.10941827259398391
2015-02-23,73.8724,73.9429,73.2032,73.5114,5180033,5180033,-0.836457,-1.125,73.5947,"Feb 23, 15",-0.1194383486818779
2015-02-24,73.758,74.568,73.6083,74.4007,3679440,3679440,0.889286,1.21,74.1623,"Feb 24, 15",-0.10878580395388726
2015-02-25,74.4183,75.156,74.1101,74.973,3450035,3450035,0.572315,0.769,74.7704,"Feb 25, 15",-0.1019304667810221
2015-02-26,74.929,74.929,73.573,73.7844,4457034,4457034,-1.1887,-1.585,74.0108,"Feb 26, 15",-0.11616819832683288
2015-02-27,74.1189,74.1189,72.9831,72.9919,4370537,4370537,-0.792434,-1.074,73.2309,"Feb 27, 15",-0.1256612172146464
2015-03-02,72.8863,73.1416,72.4108,73.08,4155017,4155017,0.08805,0.121,72.9026,"Mar 2, 15",-0.12460590495721253
2015-03-03,72.8246,73.7756,72.7718,72.9391,4331727,4331727,-0.140877,-0.193,73.1466,"Mar 3, 15",-0.12629368585474307
2015-03-04,72.697,72.7366,71.1693,71.9618,6863618,6863618,-0.977335,-1.34,71.648,"Mar 4, 15",-0.13800034498289462
2015-03-05,70.7995,71.8121,70.4914,71.7681,7123533,7123533,-0.193705,-0.269,71.1565,"Mar 5, 15",-0.14032059452052162
2015-03-06,70.7643,71.5039,70.0423,70.4914,7913796,7913796,-1.2767,-1.779,70.6293,"Mar 6, 15",-0.15561363832376646
2015-03-09,70.5882,71.6184,70.5266,71.1517,4740527,4740527,0.66036,0.937,71.2414,"Mar 9, 15",-0.1477041867507402
2015-03-10,70.4561,71.1109,70.2096,70.3593,4850525,4850525,-0.792433,-1.114,70.615,"Mar 10, 15",-0.15719600778128076
2015-03-11,70.5706,70.5706,69.787,70.1744,4612178,4612178,-0.1849,-0.263,70.0796,"Mar 11, 15",-0.15941084587889176
2015-03-12,70.6763,70.8612,70.2625,70.6058,3613401,3613401,0.431435,0.615,70.6262,"Mar 12, 15",-0.15424328960355713
2015-03-13,70.3505,70.3593,68.8449,69.7606,7272688,7272688,-0.845262,-1.197,69.5439,"Mar 13, 15",-0.16436757927419435
2015-03-16,70.0599,70.4385,69.6109,70.4121,3598527,3598527,0.651556,0.934,70.1697,"Mar 16, 15",-0.1565635391411843
2015-03-17,69.8662,69.8662,68.8977,69.0738,6979868,6979868,-1.3383,-1.901,69.1371,"Mar 17, 15",-0.17259446302454162
2015-03-18,68.8977,71.7064,68.8977,71.6096,12154273,12154273,2.5358,3.671,70.4377,"Mar 18, 15",-0.14221919829808435
2015-03-19,70.8788,70.8788,70.0511,70.5178,5236161,5236161,-1.0918,-1.525,70.3921,"Mar 19, 15",-0.1552974040037182
2015-03-20,70.9844,71.5391,70.6058,71.4863,8216642,8216642,0.96853,1.373,71.2351,"Mar 20, 15",-0.14369615631558266
2015-03-23,71.4863,72.1291,71.3366,71.3983,4704036,4704036,-0.08805,-0.123,71.7528,"Mar 23, 15",-0.1447502707157436
2015-03-24,71.4511,71.4951,70.6146,70.8612,3978741,3978741,-0.537094,-0.752,70.9437,"Mar 24, 15",-0.15118396212854449
2015-03-25,71.3454,71.3542,70.2889,70.3153,4803045,4803045,-0.545897,-0.77,70.4798,"Mar 25, 15",-0.1577230649813614
2015-03-26,70.1216,71.1429,70.0071,70.3329,4238537,4238537,0.017609,0.025,70.429,"Mar 26, 15",-0.1575122421013292
2015-03-27,69.9631,70.3329,69.3467,70.148,6336976,6336976,-0.184899,-0.263,69.8799,"Mar 27, 15",-0.15972708019894016
2015-03-30,70.4473,71.7769,70.4385,71.6448,4621215,4621215,1.4968,2.134,71.4164,"Mar 30, 15",-0.14179755253801993
2015-03-31,70.8876,71.0108,70.2712,70.4649,4848638,4848638,-1.1798,-1.647,70.6141,"Mar 31, 15",-0.15593107050108765
2015-04-01,70.4649,70.8964,69.9014,70.1216,4446226,4446226,-0.343388,-0.487,70.1468,"Apr 1, 15",-0.1600433145189884
2015-04-02,70.0863,70.8787,69.9103,70.6499,3556034,3556034,0.52829,0.753,70.6467,"Apr 2, 15",-0.1537150345462037
2015-04-06,70.7467,72.1995,70.4209,71.7505,4496290,4496290,1.1006,1.558,71.5644,"Apr 6, 15",-0.14053141740055383
2015-04-07,71.5127,71.6976,70.8788,70.914,3526299,3526299,-0.836456,-1.166,71.2316,"Apr 7, 15",-0.15055149348844782
2015-04-08,71.1781,71.5303,70.3681,70.8259,4196156,4196156,-0.088049,-0.124,70.849,"Apr 8, 15",-0.1516068057458817
2015-04-09,70.8788,71.5039,70.6851,71.0373,4291850,4291850,0.211317,0.298,71.0659,"Apr 9, 15",-0.14907453547094954
2015-04-10,71.4071,72.9039,71.0901,72.7278,6831923,6831923,1.6905,2.38,72.2308,"Apr 10, 15",-0.12882475827240228
2015-04-13,72.7278,72.7366,71.8473,72.3228,5293899,5293899,-0.405021,-0.557,72.3424,"Apr 13, 15",-0.13367608022768868
2015-04-14,72.6838,73.2913,71.7945,73.08,5898718,5898718,0.757214,1.047,72.7547,"Apr 14, 15",-0.12460590495721253
2015-04-15,73.3353,75.4837,73.08,74.9818,9643762,9643762,1.9018,2.602,74.6854,"Apr 15, 15",-0.1018250553410059
2015-04-16,74.9286,75.3725,74.5735,74.8753,5692312,5692312,-0.106521,-0.142,74.9673,"Apr 16, 15",-0.10310077333665542
2015-04-17,74.1296,74.2095,73.3838,73.9343,5313991,5313991,-0.941046,-1.257,73.849,"Apr 17, 15",-0.1143726102747406
2015-04-20,74.5379,75.2393,74.4669,75.1061,3914620,3914620,1.1719,1.585,75.0413,"Apr 20, 15",-0.10033611875077862
2015-04-21,75.1594,75.4346,74.2272,74.5024,5620905,5620905,-0.603689,-0.804,74.5597,"Apr 21, 15",-0.10756758310733765
2015-04-22,74.6889,75.408,73.7656,75.3458,6520737,6520737,0.843389,1.132,74.7636,"Apr 22, 15",-0.09746485486761283
2015-04-23,77.1036,77.6807,74.4403,75.2748,18917562,18917562,-0.071025,-0.094,75.8287,"Apr 23, 15",-0.09831533353137906
2015-04-24,75.1949,75.6122,74.5912,75.1061,5848686,5848686,-0.168675,-0.224,74.9587,"Apr 24, 15",-0.10033611875077862
2015-04-27,75.257,76.2957,74.9286,75.7542,5911992,5911992,0.648077,0.863,75.6953,"Apr 27, 15",-0.09257280576504749
2015-04-28,75.8341,76.5443,75.0173,76.5266,5736474,5736474,0.772368,1.02,75.9439,"Apr 28, 15",-0.08332055618908892
2015-04-29,76.0738,78.0535,75.8696,77.6807,7021763,7021763,1.1541,1.508,77.3015,"Apr 29, 15",-0.06949608540243209
2015-04-30,77.1036,77.5031,76.5532,77.1303,5460102,5460102,-0.550422,-0.709,77.0572,"Apr 30, 15",-0.07608909183252989
2015-05-01,77.8494,78.3731,77.0237,77.5653,4850105,4850105,0.435009,0.564,77.5669,"May 1, 15",-0.07087841269537058
2015-05-04,77.8849,78.0891,77.3877,77.5031,2754510,2754510,-0.062145,-0.08,77.6251,"May 4, 15",-0.07162347991912062
2015-05-05,77.7428,78.3199,76.9705,77.2368,4623680,4623680,-0.266334,-0.344,77.4793,"May 5, 15",-0.07481337383688054
2015-05-06,77.9026,78.0713,76.7219,77.2279,4465477,4465477,-0.008877,-0.011,77.2353,"May 6, 15",-0.07491998313416952
2015-05-07,76.9261,77.1303,76.2514,76.7308,3892784,3892784,-0.497156,-0.644,76.6406,"May 7, 15",-0.08087453163780625
2015-05-08,77.9293,77.9825,76.9705,77.512,3577060,3577060,0.781246,1.018,77.3889,"May 8, 15",-0.07151687062183164
2015-05-11,78.4797,79.403,78.2045,78.8082,6882568,6882568,1.2962,1.672,78.9375,"May 11, 15",-0.055990244650369406
2015-05-12,78.2933,78.4264,77.4676,78.2666,4066384,4066384,-0.541548,-0.687,78.0966,"May 12, 15",-0.06247783964045118
2015-05-13,78.6484,79.0745,78.311,78.5152,3179214,3179214,0.248579,0.318,78.6538,"May 13, 15",-0.059499966459996424
2015-05-14,78.817,79.5361,78.7016,78.7815,3228419,3228419,0.266334,0.339,78.9644,"May 14, 15",-0.0563100725422365
2015-05-15,78.5685,78.6217,77.7695,78.5063,3204989,3204989,-0.275214,-0.349,78.3272,"May 15, 15",-0.059606575757285396
2015-05-18,78.4708,78.5685,77.8138,78.382,3074689,3074689,-0.124287,-0.158,78.2258,"May 18, 15",-0.06109551234751269
2015-05-19,78.0269,78.0468,76.7973,77.4499,5676841,5676841,-0.932169,-1.189,77.2761,"May 19, 15",-0.0722607399883089
